date,INF204K01HY3,ICICI Prudential Large & Mid Cap Growth Direct Plan,Tata Small Cap Growth Direct Plan,Edelweiss Aggressive Hybrid Growth Direct Plan,HDFC Short Term Debt Growth Direct Plan,UTI Short Duration Growth Direct Plan,DSP Aggressive Hybrid Growth Direct Plan,Parag Parikh Flexi Cap Growth Direct Plan,Nippon India Vision Large & Mid Cap Growth Direct Plan,Bandhan Large & Mid Cap Growth Direct Plan,SBI Midcap Growth Direct Plan,Nippon India Equity Hybrid Growth Direct Plan,Aditya Birla Sun Life Corporate Bond Growth Direct Plan,Franklin India Flexi Cap Growth Direct Plan,Mirae Asset Short Duration Growth Direct Plan,HDFC Large Cap Growth Direct Plan,SBI Large & Midcap Growth Direct Plan,Motilal Oswal Nifty Midcap 150 Index Growth Direct Plan,INF761K01DP9,Franklin India Large Cap Growth Direct Plan,JM Flexicap Growth Direct Plan,ICICI Prudential Nifty Next 50 Index Growth Direct Plan,UTI Large & Mid Cap Growth Direct Plan,Nippon India Corporate Bond Growth Direct Plan,Aditya Birla Sun Life Regular Saving Growth Direct Plan,INF179KA1RZ8,Nippon India Index Nifty 50 Growth Direct Plan,HDFC ELSS Tax Saver Growth Direct Plan,Kotak Midcap Growth Direct Plan,Axis Short Duration Growth Direct Plan,Franklin India Aggressive Hybrid Growth Direct Plan,HDFC Mid Cap Growth Direct Plan,Canara Robeco Large Cap Growth Direct Plan,ICICI Prudential Large Cap Growth Direct Plan,Bandhan Large Cap Growth Direct Plan,PGIM India Corporate Bond Growth Direct Plan,Motilal Oswal Midcap Growth Direct Plan,ICICI Prudential Equity & Debt Growth Direct Plan,Edelweiss Small Cap Growth Direct Plan,HDFC Large & Mid Cap Growth Direct Plan,Edelweiss Mid Cap Growth Direct Plan,Bandhan ELSS Tax Saver Growth Direct Plan,Kotak Aggressive Hybrid Growth Direct Plan,HDFC Corporate Bond Growth Direct Plan,Kotak Corporate Bond Growth Direct Plan,HDFC Flexicap Growth Direct Plan,ICICI Prudential Short Term Growth Direct Plan,Motilal Oswal Flexi Cap Growth Direct Plan,Aditya Birla Sun Life Large Cap Growth Direct Plan,DSP ELSS Tax Saver Growth Direct Plan,Bandhan Focused Growth Direct Plan,Franklin India Small Cap Growth Direct Plan,Invesco India Midcap Growth Direct Plan
2015-05-11,23.471,242.42,,19.21,15.3976,17.0537,106.814,16.7742,443.3616,32.2588,57.6923,39.9535,52.804,439.2438,,341.949,153.7366,,,355.2893,21.8886,17.1026,48.9716,29.3768,29.3383,25.096,13.9894,396.218,25.533,15.4902,90.0643,36.873,17.61,29.4,24.7087,,19.0815,92.16,,89.296,,40.5429,18.769,15.3257,1848.0967,469.669,29.1287,16.7404,163.75,31.438,27.8229,38.5144,34.23
2015-05-12,23.06,237.02,,18.86,15.4039,17.043,105.271,16.7175,430.7527,31.5851,56.7562,39.1833,52.8009,433.1209,,332.47,150.2773,,,348.8607,21.4612,16.7825,47.978,29.3938,29.1316,24.748,13.6588,386.692,25.167,15.4878,89.1083,36.441,17.17,28.73,24.1406,,18.9231,90.81,,87.038,,39.9471,18.467,15.3302,1848.7456,456.618,29.1107,16.4806,160.24,30.869,27.1908,37.9544,33.73
2015-05-13,23.2368,240.21,,19.12,15.405,17.0392,106.261,16.7915,437.6419,32.0593,57.3585,39.5429,52.7998,438.404,,338.016,151.9491,,,353.0343,21.9262,17.1326,48.715,29.3897,29.2849,24.927,13.8388,392.148,25.523,15.4857,90.0576,36.804,17.39,29.25,24.4254,,19.0835,91.94,,88.412,,40.3907,18.594,15.3295,1849.0491,462.462,29.1074,16.7426,162.84,31.295,27.5777,38.2429,34.06
2015-05-14,23.4644,240.72,,19.25,15.4094,17.0487,106.724,16.8057,440.9621,32.1415,57.5011,39.6742,52.818,439.561,,339.643,152.7071,,,353.3888,21.9804,17.3431,48.8539,29.4009,29.3621,25.207,13.8181,395.637,25.672,15.4915,90.2339,37.222,17.43,29.27,24.3501,,19.3473,92.32,,88.483,,40.4989,18.581,15.3327,1849.5237,465.369,29.1196,16.8075,162.79,31.428,27.5724,38.4949,34.32
2015-05-15,23.6663,241.79,,19.34,15.4122,17.0511,107.352,16.8764,441.8083,32.4558,58.1311,39.8116,52.8334,442.091,,341.16,154.0327,,,355.1993,22.1876,17.3992,48.9259,29.4097,29.4468,25.401,13.8816,396.873,26.02,15.4954,90.5465,37.482,17.51,29.36,24.4818,,19.5457,92.47,,89.131,,40.6982,18.642,15.3364,1849.8162,467.51,29.1289,17.0109,163.49,31.617,27.74,38.8849,34.56
2015-05-18,23.9774,244.1,,19.53,15.4266,17.0804,107.981,16.963,447.1613,32.5772,58.6429,40.1684,52.8883,446.6522,,345.048,155.7784,,,359.3918,22.4063,17.6038,49.4426,29.4316,29.5943,25.532,14.067,400.616,26.145,15.5136,91.2883,37.73,17.75,29.71,24.7967,,19.7641,93.17,,90.248,,41.1008,18.778,15.3521,1851.1195,472.502,29.1785,17.2444,165.39,31.936,28.0373,39.2595,34.84
2015-05-19,23.9493,243.85,,19.57,15.4304,17.0985,108.016,16.9475,446.3792,32.5968,58.8064,40.203,52.9185,447.6471,,344.922,155.7672,,,360.2706,22.3165,17.5954,49.5033,29.4427,29.655,25.549,14.0533,400.43,26.311,15.5271,91.4946,37.835,17.74,29.7,24.7529,,19.8579,93.29,,90.258,,41.0529,18.811,15.3579,1851.5464,472.478,29.213,17.2353,165.27,31.898,28.0374,39.2817,34.9
2015-05-20,23.9529,245.26,,19.6,15.4364,17.1084,108.234,17.0129,446.599,32.5499,58.8581,40.2466,52.955,449.3084,,346.604,156.2123,,,362.233,22.4418,17.6118,49.664,29.4496,29.6575,25.524,14.1494,401.839,26.294,15.535,91.7503,37.871,17.83,29.83,24.926,,19.9011,93.68,,90.808,,41.0357,18.9,15.3672,1851.9442,474.89,29.2379,17.3973,166.02,31.965,28.2536,39.2379,34.83
2015-05-21,23.9786,245.81,,19.58,15.4475,17.111,108.495,16.9888,447.7094,32.6114,59.1266,40.2239,52.9791,448.4857,,345.669,156.1494,,,362.7268,22.3851,17.5566,49.6511,29.4644,29.5886,25.408,14.1471,400.016,26.339,15.5414,91.6472,37.84,17.84,29.84,24.9697,,19.8956,93.67,,90.746,,41.0,18.889,15.3755,1852.629,473.399,29.2432,17.3168,166.02,31.961,28.3191,39.0864,34.82
2015-05-22,24.0002,245.99,,19.71,15.452,17.1218,108.61,16.9656,447.2086,32.7907,59.2349,40.2306,52.9917,449.065,,345.442,157.0859,,,363.2519,22.564,17.5748,49.7506,29.4731,29.6895,25.473,14.2032,399.291,26.33,15.5462,91.746,37.975,17.86,29.91,25.0895,,20.084,93.91,,90.665,,41.0547,18.987,15.3794,1853.1092,472.988,29.2581,17.4738,166.43,31.95,28.4412,39.1694,34.85
2015-05-25,23.9567,245.01,,19.67,15.4637,17.1315,108.378,16.9074,443.8393,32.7096,59.4775,39.9878,53.0296,448.3589,,342.321,156.4719,,,361.6921,22.6036,17.5662,49.5519,29.4972,29.7229,25.449,14.0556,396.987,26.251,15.5586,91.6716,38.005,17.75,29.74,24.8575,,20.1659,93.61,,89.906,,41.0382,18.902,15.3923,1854.4821,469.372,29.2754,17.53,165.6,31.82,28.2513,39.1511,34.98
2015-05-26,23.9491,244.45,,19.65,15.4671,17.1296,108.09,16.9014,443.6598,32.6443,59.3093,39.9877,53.037,447.7495,,341.46,156.2889,,,361.1565,22.4375,17.5412,49.5009,29.5059,29.6744,25.382,14.004,396.025,26.216,15.5595,91.5243,37.946,17.7,29.62,24.756,,20.1663,93.34,,89.595,,40.9955,18.858,15.3946,1855.0016,468.399,29.269,17.4926,165.04,31.729,28.1526,39.0902,35.21
2015-05-27,23.8864,242.92,,19.62,15.4708,17.138,108.253,16.8344,442.5073,32.3799,58.9958,39.9288,53.0505,447.5122,,341.751,155.7775,,,361.7901,22.1827,17.4301,49.3946,29.5144,29.6812,25.427,13.9959,396.717,26.26,15.5626,91.4585,37.946,17.68,29.54,24.6601,,20.1742,93.1,,89.867,,40.8551,18.866,15.3987,1855.4183,469.122,29.277,17.3741,164.94,31.744,27.9709,39.0801,35.38
2015-05-28,23.8329,242.37,,19.63,15.4811,17.1516,108.292,16.8628,443.4007,32.34,59.0291,39.8873,53.0785,446.6734,,341.692,155.3356,,,361.4368,22.069,17.3077,49.2229,29.525,29.6657,25.329,13.9739,397.315,26.173,15.571,91.3422,37.844,17.63,29.48,24.6122,,20.1148,93.21,,89.892,,40.7183,18.847,15.41,1856.2685,469.063,29.3006,17.3732,164.59,31.717,27.9132,38.9794,35.31
2015-05-29,24.1058,244.62,,19.94,15.4901,17.1657,109.825,16.9597,449.142,32.8629,59.9857,40.3754,53.1082,454.05,,346.354,157.7564,,,367.8262,22.4848,17.5,50.1588,29.5354,29.9113,25.563,14.1641,401.179,26.304,15.5821,92.5143,38.147,17.91,29.93,24.9998,,20.5163,94.32,,91.121,,41.2511,19.017,15.4186,1856.8268,476.157,29.3244,17.8025,166.78,32.275,28.3597,39.4685,35.65
2015-06-01,24.0346,243.69,,19.91,15.5106,17.1802,110.001,16.8919,449.9207,32.6489,59.8541,40.3107,53.16,453.0896,,347.33,157.0899,,,367.0169,22.4921,17.4143,50.0819,29.5726,29.8852,25.54,14.1649,403.089,26.237,15.5992,92.349,38.184,17.88,29.88,24.9036,,20.6525,94.07,,91.278,,40.8928,19.01,15.4391,1858.8683,477.419,29.3504,17.8707,166.32,32.345,28.1825,39.4945,35.61
2015-06-02,23.5739,239.06,,19.54,15.4993,17.146,108.051,16.7223,439.4681,31.9682,58.9119,39.6648,53.1069,444.9873,,338.872,153.9653,,,359.5162,21.9982,17.0597,49.0457,29.5662,29.5241,25.112,13.8376,393.571,25.864,15.5811,90.7101,37.492,17.46,29.26,24.3811,,20.1382,92.51,,89.31,,40.3114,18.722,15.4271,1858.3437,466.75,29.2847,17.4256,163.03,31.696,27.6423,38.7211,35.03
2015-06-03,23.0154,236.63,,19.2,15.5001,17.1388,106.917,16.617,433.2816,31.5988,57.8962,39.2293,53.0936,441.4518,,334.51,152.5186,,,356.703,21.8024,16.8418,48.4276,29.5765,29.3609,24.829,13.6846,387.814,25.455,15.5747,90.0909,37.141,17.23,28.98,24.1114,,19.9855,91.63,,88.412,,39.9715,18.575,15.424,1858.6706,460.743,29.2563,17.3031,161.41,31.335,27.3273,38.1158,34.73
2015-06-04,22.9951,237.48,,19.17,15.4999,17.1206,106.95,16.6551,436.1497,31.4867,58.189,39.3427,53.0691,441.7836,,335.138,152.9041,,,357.3858,21.659,16.8769,48.627,29.583,29.2892,24.75,13.6906,387.976,25.464,15.5701,90.0103,37.225,17.29,29.04,24.1149,,20.0072,91.63,,88.822,,39.9814,18.57,15.4226,1859.0118,461.929,29.2284,17.345,161.85,31.432,27.2998,38.1682,34.71
2015-06-05,23.0791,236.85,,19.08,15.5048,17.1345,106.979,16.5652,434.4352,31.482,58.4419,39.3828,53.0839,440.5179,,333.997,153.3874,,,355.9403,21.6491,16.9208,48.4006,29.5913,29.3186,24.772,13.6682,388.142,25.555,15.5762,89.8263,37.237,17.26,28.94,24.0832,,19.9989,91.51,,88.503,,39.9847,18.558,15.4266,1859.462,460.687,29.2487,17.401,161.6,31.401,27.3208,38.2346,34.83
2015-06-08,22.8142,235.23,,18.79,15.5186,17.1376,106.059,16.4776,429.7677,31.1571,57.5292,39.0419,53.1175,437.0161,,330.329,151.4274,,,353.4811,21.4601,16.6949,47.9132,29.6142,29.1961,24.526,13.5497,383.895,25.379,15.5842,89.2818,36.857,17.08,28.69,23.8988,,19.6821,90.7,,87.822,,39.6261,18.42,15.4388,1860.7551,455.52,29.2611,17.1128,160.3,31.103,27.1275,37.8615,34.36
2015-06-09,22.7047,235.74,,18.74,15.5247,17.1547,105.696,16.4288,429.6175,31.0322,57.2911,38.9907,53.152,434.7973,,330.529,151.516,,,351.7407,21.491,16.6578,47.5233,29.6218,29.1856,24.523,13.513,383.903,25.351,15.5934,89.0482,36.803,17.05,28.68,23.8377,,19.6881,90.72,,87.757,,39.477,18.399,15.445,1861.3701,455.438,29.2838,17.0438,159.92,31.131,27.0188,37.7205,34.49
2015-06-10,22.897,238.17,,18.93,15.523,17.1429,106.601,16.4792,435.4404,31.396,57.8644,39.2889,53.1457,439.9877,,334.238,153.5778,,,355.6225,21.8366,16.8221,48.0832,29.6306,29.2267,24.779,13.684,386.76,25.542,15.5907,89.9277,37.128,17.25,29.07,24.1399,,19.9232,91.65,,88.801,,39.9072,18.541,15.4459,1861.4259,460.925,29.2682,17.2509,161.87,31.417,27.4017,38.0306,34.78
2015-06-11,22.6624,234.84,,18.61,15.52,17.132,105.391,16.469,428.6588,30.7793,57.1581,38.8346,53.1204,433.1157,,327.543,150.9605,,,349.4645,21.4727,16.57,47.2561,29.6327,28.9895,24.462,13.4175,380.14,25.216,15.5821,88.7188,36.678,16.93,28.52,23.6886,,19.604,90.34,,87.156,,39.4551,18.299,15.4411,1859.3317,452.108,29.2362,17.0151,159.14,30.96,26.9694,37.3985,34.32
2015-06-12,22.6172,233.56,,18.57,15.5236,17.1293,105.431,16.5427,428.5254,30.9767,56.9388,38.9182,53.1281,433.7268,,328.445,151.3479,,,350.2439,21.4923,16.6038,47.3353,29.6401,28.9507,24.459,13.4467,380.348,25.236,15.5829,88.8516,36.649,16.98,28.56,23.7211,,19.4169,90.18,,87.421,,39.5029,18.307,15.4437,1859.2729,453.371,29.2316,17.0289,159.43,30.921,26.9459,37.2881,34.41
2015-06-15,22.6883,233.21,,18.65,15.5336,17.15,105.638,16.5428,428.805,31.0987,57.0192,39.118,53.18,434.1448,,328.625,151.5344,,,350.2376,21.6709,16.6278,47.3812,29.6607,29.0662,24.445,13.5118,379.978,25.271,15.5982,89.019,36.565,17.01,28.64,23.8013,,19.4727,90.5,,87.593,,39.7109,18.393,15.4529,1861.9671,453.757,29.2688,17.0705,159.9,30.945,27.0575,37.4216,34.39
2015-06-16,22.7692,234.49,,18.73,15.5335,17.146,106.112,16.5428,430.8233,31.2352,57.3298,39.2101,53.1711,435.5448,,330.903,152.0799,,,351.7869,21.8254,16.7302,47.5179,29.663,29.0915,24.552,13.5688,381.909,25.303,15.597,89.2925,36.621,17.11,28.76,23.8905,,19.6024,90.67,,87.868,,39.8595,18.412,15.4516,1860.1296,456.601,29.2517,17.1462,160.73,31.044,27.2147,37.4089,34.53
2015-06-17,22.9999,234.88,,18.87,15.5408,17.1594,106.94,16.6193,434.0917,31.4499,58.0607,39.4033,53.2083,439.2294,,332.471,153.455,,,353.4362,22.0852,16.9938,47.8992,29.671,29.2862,24.84,13.6426,385.774,25.63,15.6093,89.9609,37.074,17.19,28.87,24.0281,,19.8695,91.17,,88.249,,40.2259,18.526,15.4614,1863.1643,458.794,29.2872,17.36,161.73,31.229,27.3486,37.855,34.94
2015-06-18,23.3218,236.99,,19.0,15.554,17.1848,108.127,16.7002,437.1708,31.7967,58.918,39.8037,53.2742,443.3323,,335.832,155.0513,,,356.1941,22.2813,17.0717,48.2927,29.6846,29.5051,25.128,13.7784,388.424,25.911,15.6346,90.8751,37.357,17.4,29.13,24.3077,,20.1621,92.02,,89.195,,40.8775,18.672,15.4766,1866.8158,463.626,29.352,17.5629,163.26,31.599,27.5582,38.2898,35.27
2015-06-19,23.4495,238.01,,19.15,15.5599,17.2108,108.422,16.7421,438.919,31.9253,59.2321,40.0017,53.3134,444.9725,,337.793,156.2121,,,358.5,22.417,17.166,48.5693,29.6938,29.6532,25.247,13.8653,390.114,25.913,15.648,91.2306,37.507,17.52,29.31,24.4413,,20.3189,92.59,,89.887,,41.043,18.753,15.4834,1868.5029,466.194,29.4007,17.6884,163.94,31.741,27.6432,38.3088,35.35
2015-06-22,23.7683,240.6,,19.44,15.5722,17.2163,109.481,16.8923,445.7448,32.2932,60.1356,40.4035,53.345,449.6273,,343.1,158.4875,,,362.4711,22.7557,17.4223,49.1762,29.7151,29.7604,25.631,14.08,395.758,26.277,15.656,91.919,38.075,17.8,29.69,24.7669,,20.6014,93.43,,90.981,,41.3942,18.968,15.4948,1869.7658,473.798,29.408,17.8612,166.39,32.168,28.0249,38.7384,35.78
2015-06-23,23.859,240.56,,19.49,15.5716,17.22,109.46,16.9541,447.5688,32.4135,60.4963,40.499,53.3391,450.6038,,345.209,158.6602,,,363.3649,22.8811,17.4441,49.3053,29.7177,29.7826,25.803,14.1274,397.942,26.455,15.6531,91.8921,38.325,17.85,29.76,24.8515,,20.6765,93.59,,91.487,,41.6081,18.989,15.4932,1868.7372,476.664,29.3965,17.8432,166.65,32.214,28.0779,38.9145,35.89
2015-06-24,23.7873,238.95,,19.46,15.5736,17.2068,109.211,16.9159,443.8868,32.1859,60.1051,40.2676,53.3298,449.9562,,342.956,157.8628,,,362.6391,22.7305,17.3493,49.0579,29.7243,29.6872,25.632,14.0934,394.47,26.388,15.652,91.6999,38.058,17.76,29.66,24.7845,,20.6538,93.07,,91.065,,41.4206,18.919,15.4957,1868.7988,473.769,29.3788,17.7957,166.29,32.136,28.0503,38.8521,35.59
2015-06-25,23.8185,239.8,,19.53,15.5735,17.1965,109.617,16.9076,445.3666,32.2588,60.2428,40.3751,53.3099,451.5862,,344.686,158.9965,,,363.7482,22.917,17.4467,49.1986,29.7277,29.6608,25.653,14.1556,396.02,26.346,15.6432,91.8726,38.047,17.85,29.75,24.8877,,20.5902,93.39,,91.405,,41.6591,18.953,15.4947,1867.0615,475.723,29.3497,17.8525,167.12,32.281,28.0978,38.8252,35.71
2015-06-26,23.8968,238.95,,19.5,15.5742,17.2051,109.848,16.8993,446.4836,32.3323,60.1849,40.4444,53.3249,451.8942,,343.55,159.5217,,,363.9659,22.8911,17.422,49.2251,29.7322,29.6955,25.608,14.127,396.188,26.384,15.6439,91.993,38.079,17.84,29.71,24.8364,,20.6983,93.24,,91.249,,41.6947,18.962,15.4946,1866.45,474.781,29.3586,17.9204,167.08,32.334,28.1099,38.99,35.61
2015-06-29,23.6158,235.46,,19.26,15.5774,17.1923,109.138,16.8026,439.5441,31.9054,59.3829,40.0632,53.3151,447.095,,339.942,157.6185,,,361.1248,22.605,17.2244,48.7437,29.749,29.5334,25.198,14.0211,391.548,26.032,15.6393,91.1905,37.44,17.65,29.43,24.5762,,20.3872,92.45,,90.565,,41.1975,18.814,15.4948,1864.6891,469.461,29.3305,17.6826,165.64,32.077,27.8173,38.5599,35.21
2015-06-30,23.7989,236.09,,19.44,15.5854,17.2037,109.834,16.7392,442.1357,32.2554,60.0112,40.2689,53.3451,450.0988,,341.891,159.1562,,,362.837,22.6952,17.431,49.0271,29.7604,29.6452,25.413,14.1039,394.663,26.31,15.6519,91.7707,37.654,17.78,29.56,24.7368,,20.5602,93.06,,90.668,,41.4138,18.904,15.5026,1866.533,472.571,29.355,17.8661,166.67,32.28,28.0064,38.8748,35.47
2015-07-01,24.1032,239.36,,19.62,15.5934,17.2188,110.733,16.8275,449.4239,32.6778,60.6177,40.6649,53.3878,455.1439,,346.708,160.976,,,366.8531,23.1246,17.6401,49.6678,29.7739,29.8311,25.727,14.2454,399.777,26.591,15.6674,92.6325,38.114,17.99,29.92,24.9978,,20.7317,93.89,,91.765,,41.8818,19.094,15.5123,1868.8608,479.254,29.391,17.9821,168.4,32.674,28.3201,39.1932,35.89
2015-07-02,24.2152,238.66,,19.76,15.6009,17.2294,111.12,16.8941,451.8455,32.7104,61.1478,40.7916,53.4238,456.122,,346.603,162.0293,,,367.3641,23.3741,17.835,49.7442,29.7829,29.9275,25.719,14.238,399.711,26.711,15.6803,92.8865,38.243,18.01,29.94,24.9532,,20.8929,93.91,,91.862,,41.9719,19.096,15.5214,1870.5463,479.028,29.4178,18.1203,168.46,32.778,28.2773,39.3421,36.08
2015-07-03,24.3074,238.97,,19.79,15.6083,17.2393,111.191,16.9065,453.615,32.8517,61.3899,40.8434,53.4591,457.0563,,347.893,162.41,,,368.4051,23.2691,17.8161,49.8202,29.7947,29.9321,25.779,14.3022,400.104,26.822,15.6896,93.0903,38.308,18.07,30.09,25.0492,,20.9318,94.4,,92.021,,42.0145,19.162,15.5311,1872.0284,480.307,29.4385,18.1403,168.95,32.856,28.3961,39.3734,36.04
2015-07-06,24.5811,239.23,,19.94,15.624,17.2644,112.022,16.937,456.3148,33.1592,61.9713,41.1384,53.5228,459.391,,350.019,163.2417,,,370.4638,23.3995,17.9484,50.1746,29.816,30.0443,25.885,14.3655,402.586,27.125,15.7089,93.5694,38.548,18.2,30.27,25.1566,,21.0942,94.91,,92.259,,42.2853,19.211,15.5468,1874.1525,483.393,29.4829,18.2764,169.77,33.097,28.4879,39.6283,36.3
2015-07-07,24.776,239.16,,19.89,15.6303,17.2657,112.227,17.0401,458.0344,33.2178,62.4334,41.2095,53.5356,460.0586,,350.106,163.5699,,,370.1405,23.4324,18.0297,50.3057,29.826,30.0538,26.02,14.3462,402.751,27.163,15.7122,93.6102,38.71,18.23,30.26,25.0957,,21.2254,95.03,,92.206,,42.1592,19.205,15.5539,1875.2319,483.424,29.4874,18.3624,169.6,33.17,28.4157,39.7883,36.35
2015-07-08,24.4361,234.31,,19.67,15.6365,17.2699,111.212,16.9199,450.8137,32.6957,61.5371,40.7508,53.5521,454.1862,,344.312,160.8522,,,365.2884,23.0913,17.8294,49.6385,29.8346,29.9471,25.665,14.099,396.044,26.768,15.7148,92.6493,38.138,17.95,29.82,24.6985,,20.8536,94.01,,90.773,,41.5013,18.997,15.5586,1875.0667,475.308,29.4935,18.1805,167.18,32.77,28.0155,39.2655,35.94
2015-07-09,24.5175,233.58,,19.63,15.6377,17.2713,111.324,16.8255,450.0034,32.5512,61.3848,40.694,53.5645,452.4488,,343.386,159.8287,,,363.7805,23.0804,17.8106,49.5549,29.8383,29.951,25.618,14.0484,394.901,26.728,15.7186,92.3412,38.041,17.95,29.74,24.63,,20.6956,93.85,,90.261,,41.4884,18.972,15.5612,1875.1043,473.839,29.4954,18.1543,166.89,32.577,27.983,39.1791,35.83
2015-07-10,24.5552,235.36,,19.73,15.6444,17.2784,111.66,16.8145,452.0879,32.6776,61.5709,40.8579,53.5908,454.5417,,345.938,160.4162,,,365.4066,23.1857,17.8011,49.8248,29.8478,29.9915,25.74,14.1028,397.816,26.789,15.7265,92.6978,38.13,18.06,29.89,24.7503,,20.6247,94.38,,90.849,,41.6547,19.015,15.5681,1876.013,476.839,29.509,18.1488,168.07,32.742,28.0657,39.2048,35.86
2015-07-13,24.9444,237.47,,19.98,15.6477,17.2732,112.624,16.9542,458.6448,32.9632,62.1353,41.2189,53.5636,459.7918,,349.872,162.341,,,369.0186,23.5033,18.0071,50.4186,29.8651,30.0232,26.088,14.268,402.577,27.007,15.7175,93.424,38.561,18.26,30.21,25.0045,,20.7674,95.01,,91.761,,42.0781,19.127,15.571,1875.9419,482.472,29.4879,18.3672,170.01,33.111,28.3299,39.6679,36.32
2015-07-14,25.0973,237.04,,20.06,15.6558,17.2871,112.696,17.0137,457.3561,33.024,62.1453,41.2644,53.595,460.0102,,349.489,162.4124,,,369.0125,23.4112,18.0437,50.5033,29.8748,30.0889,26.243,14.2593,402.029,27.136,15.7311,93.4191,38.835,18.27,30.19,24.9563,,20.8923,94.98,,91.637,,42.1564,19.152,15.5781,1877.3997,481.701,29.5167,18.3916,169.72,33.164,28.3113,39.9206,36.45
2015-07-15,25.3287,239.2,,20.16,15.6606,17.2923,113.062,17.1124,459.9156,33.1797,62.2878,41.4671,53.6074,462.276,,351.23,163.9431,,,371.4448,23.4932,18.042,50.9059,29.8839,30.1087,26.358,14.3859,404.882,27.189,15.7357,93.7505,38.864,18.4,30.4,25.1474,,21.0101,95.45,,92.41,,42.148,19.258,15.5842,1878.7381,484.19,29.5264,18.5206,170.83,33.363,28.5097,39.9794,36.44
2015-07-16,25.4959,240.42,,20.33,15.6632,17.2951,114.013,17.2139,464.2284,33.5546,62.7565,41.7208,53.6257,466.6902,,354.664,165.7004,,,374.7204,23.837,18.2674,51.4434,29.8911,30.2174,26.592,14.5298,408.157,27.527,15.7397,94.5656,39.327,18.6,30.66,25.4107,,21.2842,95.89,,93.276,,42.523,19.373,15.5877,1878.9211,488.537,29.5352,18.737,172.31,33.738,28.8064,40.1418,36.62
2015-07-17,25.6603,241.26,,20.37,15.6676,17.3026,114.37,17.353,465.5904,33.5692,62.8552,41.7854,53.6413,466.8988,,355.459,165.6851,,,374.9235,23.8119,18.3753,51.5627,29.8987,30.2518,26.618,14.5327,408.502,27.712,15.7461,94.5193,39.365,18.62,30.74,25.4392,,21.3973,96.1,,93.218,,42.5597,19.382,15.5909,1879.3544,489.9,29.5471,18.8101,172.71,33.813,28.8309,40.2259,36.75
2015-07-20,25.7492,240.98,,20.36,15.6763,17.3124,114.828,17.5914,464.9383,33.6046,63.1957,41.9425,53.6619,468.4453,,354.941,166.0033,,,375.8972,23.8665,18.3843,51.7359,29.9163,30.2613,26.629,14.5255,407.503,27.694,15.7528,94.8169,39.332,18.68,30.73,25.4042,,21.6053,95.96,,93.233,,42.786,19.382,15.6001,1880.7252,490.051,29.5576,18.8612,172.61,33.926,28.7753,40.4211,36.8
2015-07-21,25.3172,240.56,,20.11,15.6806,17.3168,113.793,17.4381,464.4904,33.1233,62.6827,41.7023,53.6785,465.0735,,353.159,164.5814,,,373.6174,23.6113,18.0953,51.1014,29.9246,30.0943,26.292,14.4013,405.016,27.303,15.7571,94.3516,38.761,18.42,30.58,25.1508,,21.3325,95.44,,92.955,,42.1544,19.273,15.6045,1881.5134,488.551,29.5712,18.6486,170.99,33.588,28.4943,39.9587,36.38
2015-07-22,25.5813,243.0,,20.33,15.6862,17.3244,114.599,17.4756,467.4054,33.3777,62.722,41.8495,53.6999,469.2987,,357.278,165.5966,,,378.0695,23.7655,18.2871,51.5213,29.9332,30.1616,26.489,14.5618,409.244,27.391,15.7642,95.0465,38.967,18.67,30.89,25.3864,,21.5557,96.12,,94.228,,42.4087,19.418,15.6096,1882.4106,493.433,29.5875,18.7533,172.84,33.89,28.7656,40.262,36.76
2015-07-23,25.7257,243.47,,20.31,15.6897,17.3337,114.597,17.3986,467.4533,33.4459,62.6819,41.7388,53.7209,468.3589,,356.641,164.7145,,,377.043,23.6207,18.3076,51.3773,29.9401,30.1956,26.67,14.4928,409.938,27.48,15.7717,94.896,39.123,18.65,30.9,25.2208,,21.4588,96.3,,94.201,,42.2061,19.389,15.6134,1882.9742,492.344,29.6047,18.606,172.29,33.876,28.6057,40.5283,37.0
2015-07-24,25.5163,241.13,,20.13,15.6929,17.3361,114.329,17.225,459.8665,33.1563,62.3837,41.4974,53.7291,465.3101,,352.218,163.2671,,,374.4738,23.4017,18.1721,51.0097,29.9491,30.131,26.562,14.378,404.509,27.379,15.773,94.4218,39.002,18.56,30.63,24.9725,,21.3851,95.81,,93.046,,42.0137,19.306,15.6175,1883.8961,486.133,29.6056,18.5694,171.11,33.717,28.4394,40.2941,36.87
2015-07-27,25.256,237.23,,19.94,15.7042,17.3495,113.069,16.9719,448.4917,32.5891,61.9355,40.9628,53.7709,458.1221,,345.136,161.0029,,,367.5665,22.964,17.9504,50.1043,29.9716,30.0042,26.23,14.1077,396.67,27.135,15.7858,93.3056,38.549,18.21,30.05,24.5203,,21.2302,94.75,,91.022,,41.5362,19.042,15.6281,1884.9702,476.99,29.6274,18.3548,168.33,33.204,27.9032,39.8342,36.45
2015-07-28,25.2319,236.83,,19.87,15.71,17.3682,113.258,16.9681,447.2281,32.4932,62.1247,41.0127,53.8207,457.6708,,344.139,161.2266,,,366.4424,22.9433,17.9057,50.0793,29.9813,30.0997,26.282,14.0672,396.312,27.16,15.8016,93.3925,38.57,18.29,30.02,24.5034,,21.1923,94.94,,90.737,,41.596,19.029,15.6366,1886.9242,475.03,29.6679,18.4345,168.06,33.264,27.854,40.0162,36.49
