file,isin,fund_name,amc,category,fund_category,years_of_prediction,rmse,rmse_percent,cagr,sip_cagr,annualized_volatility,risk_band
AxisNiftyNext50IndexIDCWPayoutDirectPlan_INF846K010F3.xlsx,INF846K010F3,Axis Nifty Next 50 Index IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Index Funds,2.89,0.912,6.76,18.2,19.98,17.6,Medium
AxisStrategicBondHalfYearlyIDCWPayoutDirectPlan_INF846K01DU8.xlsx,INF846K01DU8,Axis Strategic Bond Half Yearly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Medium Duration Fund,9.49,0.2156,1.89,1.05,2.06,5.44,Low
AxisMidCapIDCWReinvestDirectPlan_INF846K01EG5.xlsx,INF846K01EG5,Axis Mid Cap IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Mid Cap Fund,11.98,6.1567,18.61,14.43,12.28,16.99,Medium
AxisIncomePlusArbitrageActiveFoFQuarterlyIDCWReinvestDirectPlan_INF846K01U58.xlsx,INF846K01U58,Axis Income Plus Arbitrage Active FoF Quarterly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Fund of Funds,4.87,0.1676,1.49,2.04,4.47,3.26,Low
AxisQuantIDCWPayoutDirectPlan_INF846K01Z95.xlsx,INF846K01Z95,Axis Quant IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Sectoral/Thematic,3.46,1.3519,9.84,20.54,15.34,14.18,Low
AxisGlobalEquityAlphaFoFIDCWReinvestDirectPlan_INF846K01X22.xlsx,INF846K01X22,Axis Global Equity Alpha FoF IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Fund of Funds,4.21,1.2738,8.72,19.48,21.64,16.97,Medium
AxisStrategicBondHalfYearlyIDCWReinvestDirectPlan_INF846K01DV6.xlsx,INF846K01DV6,Axis Strategic Bond Half Yearly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Medium Duration Fund,9.49,0.2156,1.89,1.05,2.06,5.44,Low
AxisLiquidGrowthDirectPlan_INF846K01CX4.xlsx,INF846K01CX4,Axis Liquid Growth Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Liquid Fund,12.14,39.2859,1.9,7.08,7.28,0.14,Low
AxisNifty100IndexIDCWReinvestDirectPlan_INF846K01S45.xlsx,INF846K01S45,Axis Nifty 100 Index IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Index Funds,5.16,1.9598,12.05,18.71,16.48,15.15,Medium
AxisEquitySavingGrowthDirectPlan_INF846K01VJ3.xlsx,INF846K01VJ3,Axis Equity Saving Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Equity Savings,9.33,2.5806,16.01,12.93,11.94,7.09,Low
AxisInnovationIDCWPayoutDirectPlan_INF846K01X89.xlsx,INF846K01X89,Axis Innovation IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Sectoral/Thematic,3.98,1.2905,8.81,16.37,13.28,14.67,Low
AxisNifty100IndexGrowthDirectPlan_INF846K01S29.xlsx,INF846K01S29,Axis Nifty 100 Index Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Index Funds,5.16,1.959,12.06,18.71,16.48,15.15,Medium
AxisFloaterAnnualIDCWPayoutDirectPlan_INF846K016A1.xlsx,INF846K016A1,Axis Floater Annual IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Floater Fund,3.38,22.2811,1.97,8.08,8.62,1.86,Low
AxisEquitySavingMonthlyIDCWReinvestDirectPlan_INF846K01VL9.xlsx,INF846K01VL9,Axis Equity Saving Monthly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Equity Savings,9.33,0.8964,7.46,3.89,3.29,7.36,Low
AxisMoneyMarketQuarterlyIDCWPayoutDirectPlan_INF846K01R38.xlsx,INF846K01R38,Axis Money Market Quarterly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Money Market Fund,5.37,12.9797,1.21,3.46,3.99,1.93,Low
AxisGoldIDCWReinvestDirectPlan_INF846K01DR4.xlsx,INF846K01DR4,Axis Gold IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Fund of Funds,11.98,2.7912,19.43,22.61,27.23,14.0,Low
AxisQuantGrowthDirectPlan_INF846K01Z87.xlsx,INF846K01Z87,Axis Quant Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Sectoral/Thematic,3.46,1.3621,9.91,20.54,15.33,14.17,Low
AxisGlobalInnovationFoFIDCWPayoutDirectPlan_INF846K01Z38.xlsx,INF846K01Z38,Axis Global Innovation FoF IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Fund of Funds,3.54,1.0328,9.38,20.02,21.33,21.43,Medium
AxisNiftyNext50IndexIDCWReinvestDirectPlan_INF846K011F1.xlsx,INF846K011F1,Axis Nifty Next 50 Index IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Index Funds,2.89,0.912,6.76,18.2,19.98,17.6,Medium
AxisFlexiCapIDCWReinvestDirectPlan_INF846K01B10.xlsx,INF846K01B10,Axis Flexi Cap IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Flexi Cap Fund,7.07,1.551,10.77,14.19,13.46,17.83,Medium
AxisDynamicBondQuarterlyIDCWReinvestDirectPlan_INF846K01DM5.xlsx,INF846K01DM5,Axis Dynamic Bond Quarterly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Dynamic Bond,11.96,0.2783,2.58,3.53,4.25,5.13,Low
AxisMultiAssetAllocationGrowthDirectPlan_INF846K01EV4.xlsx,INF846K01EV4,Axis Multi Asset Allocation Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Multi Asset Allocation,11.98,4.067,16.48,15.17,14.66,10.36,Low
AxisStrategicBondGrowthDirectPlan_INF846K01DT0.xlsx,INF846K01DT0,Axis Strategic Bond Growth Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Medium Duration Fund,11.94,2.9633,14.91,8.91,9.39,2.5,Low
AxisMulticapIDCWPayoutDirectPlan_INF846K014E8.xlsx,INF846K014E8,Axis Multicap IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Multi Cap Fund,3.0,1.1109,8.03,28.82,26.23,13.73,Low
AxisNiftySmallcap50IndexGrowthDirectPlan_INF846K013H3.xlsx,INF846K013H3,Axis Nifty Smallcap 50 Index Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Index Funds,2.78,0.9355,6.54,26.32,28.99,19.68,Medium
AxisCrisilSDL2027DebtIndexIDCWReinvestDirectPlan_INF846K019G2.xlsx,INF846K019G2,Axis Crisil SDL 2027 Debt Index IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Index Funds - Fixed Income,2.8,0.3101,2.81,7.31,8.59,1.27,Low
AxisStrategicBondQuarterlyIDCWPayoutDirectPlan_INF846K01DW4.xlsx,INF846K01DW4,Axis Strategic Bond Quarterly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Medium Duration Fund,11.93,0.2478,2.32,0.84,0.82,4.85,Low
AxisDynamicBondQuarterlyIDCWPayoutDirectPlan_INF846K01DL7.xlsx,INF846K01DL7,Axis Dynamic Bond Quarterly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Dynamic Bond,11.96,0.2783,2.58,3.53,4.25,5.13,Low
AxisIncomePlusArbitrageActiveFoFQuarterlyIDCWPayoutDirectPlan_INF846K01U66.xlsx,INF846K01U66,Axis Income Plus Arbitrage Active FoF Quarterly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Fund of Funds,4.87,0.1676,1.49,2.04,4.47,3.26,Low
AxisEquitySavingRegularIDCWPayoutDirectPlan_INF846K01XP6.xlsx,INF846K01XP6,Axis Equity Saving Regular IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Equity Savings,8.28,0.7494,5.89,2.7,0.81,10.51,Low
AxisSmallCapIDCWPayoutDirectPlan_INF846K01K43.xlsx,INF846K01K43,Axis Small Cap IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Small Cap Fund,11.04,6.0403,19.5,14.94,11.17,17.07,Medium
AxisTreasuryAdvantageDailyIDCWReinvestDirectPlan_INF846K01EQ4.xlsx,INF846K01EQ4,Axis Treasury Advantage Daily IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Low Duration Fund,11.96,2.4005,0.24,-0.0,-0.0,0.52,Low
AxisShortDurationGrowthDirectPlan_INF846K01EI1.xlsx,INF846K01EI1,Axis Short Duration Growth Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Short Duration Fund,11.96,2.7044,12.14,8.29,8.9,1.51,Low
AxisShortDurationMonthlyIDCWPayoutDirectPlan_INF846K01EJ9.xlsx,INF846K01EJ9,Axis Short Duration Monthly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Short Duration Fund,11.93,0.0525,0.52,0.32,0.3,2.87,Low
AxisNiftyMidcap50IndexIDCWPayoutDirectPlan_INF846K010I7.xlsx,INF846K010I7,Axis Nifty Midcap 50 Index IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Index Funds,2.73,1.0542,6.82,26.74,25.95,17.21,Medium
AxisRetirementConservativeIDCWPayoutDirectPlan_INF846K01T77.xlsx,INF846K01T77,Axis Retirement Conservative IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Retirement Fund,4.97,1.2682,9.28,11.79,11.79,5.65,Low
AxisMulticapIDCWReinvestDirectPlan_INF846K015E5.xlsx,INF846K015E5,Axis Multicap IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Multi Cap Fund,3.0,1.1109,8.03,28.82,26.23,13.73,Low
AxisShortDurationRegularIDCWPayoutDirectPlan_INF846K01RH5.xlsx,INF846K01RH5,Axis Short Duration Regular IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Short Duration Fund,8.9,1.531,10.13,8.28,8.9,1.52,Low
AxisFocusedIDCWReinvestDirectPlan_INF846K01CP0.xlsx,INF846K01CP0,Axis Focused IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Focused Fund,11.98,4.4901,16.73,5.58,5.48,17.36,Medium
AxisNiftySmallcap50IndexIDCWPayoutDirectPlan_INF846K014H1.xlsx,INF846K014H1,Axis Nifty Smallcap 50 Index IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Index Funds,2.78,0.9355,6.54,26.32,28.99,19.68,Medium
AxisIncomePlusArbitrageActiveFoFGrowthDirectPlan_INF846K01U09.xlsx,INF846K01U09,Axis Income Plus Arbitrage Active FoF Growth Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Fund of Funds,4.87,0.6024,4.91,8.34,8.85,1.59,Low
AxisLiquidDailyIDCWReinvestDirectPlan_INF846K01DA0.xlsx,INF846K01DA0,Axis Liquid Daily IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Liquid Fund,12.14,0.2455,0.02,-0.0,-0.0,0.07,Low
AxisGlobalEquityAlphaFoFIDCWPayoutDirectPlan_INF846K01X14.xlsx,INF846K01X14,Axis Global Equity Alpha FoF IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Fund of Funds,4.21,1.2738,8.72,19.48,21.64,16.97,Medium
AxisGiltHalfYearlyIDCWReinvestDirectPlan_INF846K01DE2.xlsx,INF846K01DE2,Axis Gilt Half Yearly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Gilt Fund,11.34,0.3326,3.0,5.7,6.76,6.5,Low
AxisOvernightGrowthDirectPlan_INF846K01N65.xlsx,INF846K01N65,Axis Overnight Growth Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Overnight Fund,5.93,5.3859,0.46,6.48,6.55,0.07,Low
AxisCrisilSDL2027DebtIndexGrowthDirectPlan_INF846K017G6.xlsx,INF846K017G6,Axis Crisil SDL 2027 Debt Index Growth Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Index Funds - Fixed Income,2.8,0.3135,2.84,7.31,8.59,1.27,Low
AxisLiquidMonthlyIDCWReinvestDirectPlan_INF846K01CZ9.xlsx,INF846K01CZ9,Axis Liquid Monthly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Liquid Fund,12.05,0.5242,0.05,-0.13,-0.07,1.62,Low
AxisNiftyMidcap50IndexIDCWReinvestDirectPlan_INF846K011I5.xlsx,INF846K011I5,Axis Nifty Midcap 50 Index IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Index Funds,2.73,1.0542,6.82,26.74,25.95,17.21,Medium
AxisMulticapGrowthDirectPlan_INF846K013E0.xlsx,INF846K013E0,Axis Multicap Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Multi Cap Fund,3.0,1.1218,8.11,28.84,26.27,13.73,Low
AxisLargeMidCapIDCWPayoutDirectPlan_INF846K01J53.xlsx,INF846K01J53,Axis Large & Mid Cap IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Large & Mid Cap fund,6.14,2.6264,14.16,15.57,11.97,16.26,Medium
AxisESGIntegrationStrategyIDCWPayoutDirectPlan_INF846K01W31.xlsx,INF846K01W31,Axis ESG Integration Strategy IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Equity - ESG Fund,4.84,1.0446,6.87,8.29,5.05,15.11,Medium
AxisGoldIDCWPayoutDirectPlan_INF846K01DQ6.xlsx,INF846K01DQ6,Axis Gold IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Fund of Funds,11.98,2.7912,19.43,22.61,27.23,14.0,Low
AxisUltraShortDurationMonthlyIDCWReinvestDirectPlan_INF846K01F81.xlsx,INF846K01F81,Axis Ultra Short Duration Monthly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Ultra Short Duration Fund,6.26,0.0091,0.09,0.08,0.02,1.97,Low
AxisLiquidMonthlyIDCWPayoutDirectPlan_INF846K01CY2.xlsx,INF846K01CY2,Axis Liquid Monthly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Liquid Fund,12.05,0.5242,0.05,-0.13,-0.07,1.62,Low
AxisShortDurationWeeklyIDCWReinvestDirectPlan_INF846K01EM3.xlsx,INF846K01EM3,Axis Short Duration Weekly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Short Duration Fund,11.96,0.0076,0.07,0.03,-0.08,1.83,Low
AxisGiltGrowthDirectPlan_INF846K01DD4.xlsx,INF846K01DD4,Axis Gilt Growth Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Gilt Fund,11.96,3.0166,16.83,8.66,9.0,4.21,Low
BandhanAssetAllocationFoFConservativeGrowthDirectPlan_INF194K016A9.xlsx,INF194K016A9,Bandhan Asset Allocation FoF Conservative Growth Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Fund of Funds,11.71,3.3672,14.6,10.5,10.28,3.5,Low
BandhanBankingPSUDebtGrowthDirectPlan_INF194K015G8.xlsx,INF194K015G8,Bandhan Banking & PSU Debt Growth Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,11.77,1.5983,9.32,7.58,8.15,1.49,Low
BandhanCorporateBondQuarterlyIDCWPayoutDirectPlan_INF194KA1S76.xlsx,INF194KA1S76,Bandhan Corporate Bond Quarterly IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Corporate Bond Fund,8.68,0.073,0.7,2.04,2.41,4.16,Low
BandhanBondMediumTermBiMonthlyIDCWPayoutDirectPlan_INF194K01T59.xlsx,INF194K01T59,Bandhan Bond Medium Term Bi Monthly IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Medium Duration Fund,11.89,0.3544,2.97,-4.46,-8.65,6.56,Low
BandhanCreditRiskPeriodicIDCWPayoutDirectPlan_INF194KA1W47.xlsx,INF194KA1W47,Bandhan Credit Risk Periodic IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Credit Risk Fund,7.79,0.3549,3.12,6.17,8.77,8.84,Low
BandhanLargeCapIDCWPayoutDirectPlan_INF194K01Z51.xlsx,INF194K01Z51,Bandhan Large Cap IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Equity,Large Cap Fund,11.96,3.1206,15.89,12.08,9.98,17.2,Medium
BandhanBondLongTermQuarterlyIDCWPayoutDirectPlan_INF194K01S35.xlsx,INF194K01S35,Bandhan Bond Long Term Quarterly IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Medium to Long Duration Fund,11.82,0.2785,2.28,1.7,1.31,5.83,Low
BandhanCrisilIbxGiltJune2027IndexIDCWPayoutDirectPlan_INF194KB1BQ1.xlsx,INF194KB1BQ1,Bandhan Crisil Ibx Gilt June 2027 Index IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Index Funds - Fixed Income,3.73,0.0591,0.57,0.15,0.69,5.73,Low
BandhanAggressiveHybridIDCWPayoutDirectPlan_INF194KA1U64.xlsx,INF194KA1U64,Bandhan Aggressive Hybrid IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Equity,Aggressive Hybrid Fund,7.97,1.9032,12.99,13.61,11.86,13.1,Low
BandhanBondMediumTermPeriodicIDCWPayoutDirectPlan_INF194KA1TD2.xlsx,INF194KA1TD2,Bandhan Bond Medium Term Periodic IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Medium Duration Fund,10.24,0.8994,7.44,7.95,8.56,11.94,Low
BandhanDynamicBondIDCWPayoutDirectPlan_INF194K01O47.xlsx,INF194K01O47,Bandhan Dynamic Bond IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Dynamic Bond,11.96,0.849,6.43,7.99,7.89,8.53,Low
BandhanBondShortTermFortnightlyIDCWPayoutDirectPlan_INF194K01U56.xlsx,INF194K01U56,Bandhan Bond Short Term Fortnightly IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Short Duration Fund,11.94,0.0485,0.47,0.25,-0.05,2.35,Low
BandhanIncomePlusArbitrageFoFHalfYearlyIDCWPayoutDirectPlan_INF194K01V14.xlsx,INF194K01V14,Bandhan Income Plus Arbitrage FoF Half Yearly IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Fund of Funds,4.85,0.3697,2.53,4.71,3.13,3.85,Low
BandhanBondShortTermAnnualIDCWPayoutDirectPlan_INF194KA11L7.xlsx,INF194KA11L7,Bandhan Bond Short Term Annual IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Short Duration Fund,5.16,0.1022,0.92,1.64,0.67,6.74,Low
BandhanCorporateBondHalfYearlyIDCWPayoutDirectPlan_INF194KA1T00.xlsx,INF194KA1T00,Bandhan Corporate Bond Half Yearly IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Corporate Bond Fund,4.82,0.0674,0.59,1.82,1.75,4.97,Low
BandhanGovernmentSecuritiesInvestmentQuarterlyIDCWPayoutDirectPlan_INF194K01R02.xlsx,INF194K01R02,Bandhan Government Securities Investment Quarterly IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Gilt Fund,11.96,0.2941,2.68,1.7,1.26,6.74,Low
BandhanLowDurationDailyIDCWReinvestDirectPlan_INF194K01J85.xlsx,INF194K01J85,Bandhan Low Duration Daily IDCW Reinvest Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Low Duration Fund,11.96,0.0177,0.18,0.0,0.0,0.51,Low
BandhanGovernmentSecuritiesConstantMaturityPeriodicIDCWPayoutDirectPlan_INF194KA1SL7.xlsx,INF194KA1SL7,Bandhan Government Securities Constant Maturity Periodic IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Gilt Fund with 10 year constant duration,10.24,0.7541,6.01,9.2,9.76,13.26,Low
BandhanELSSTaxSaverIDCWPayoutDirectPlan_INF194K01Y37.xlsx,INF194K01Y37,Bandhan ELSS Tax Saver IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,ELSS,ELSS,11.98,5.1614,20.44,12.02,7.8,17.12,Medium
BandhanBalancedAdvantageGrowthDirectPlan_INF194KA1UH1.xlsx,INF194KA1UH1,Bandhan Balanced Advantage Growth Direct Plan,BANDHANMUTUALFUND_MF,Equity,Dynamic Asset Allocation or Balanced Advantage,10.18,2.6399,15.58,14.66,13.32,8.78,Low
BandhanDynamicBondPeriodicIDCWPayoutDirectPlan_INF194KA1TP6.xlsx,INF194KA1TP6,Bandhan Dynamic Bond Periodic IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Dynamic Bond,10.24,1.0705,8.6,8.0,7.9,13.65,Low
BandhanGovernmentSecuritiesConstantMaturityQuarterlyIDCWPayoutDirectPlan_INF194K01P87.xlsx,INF194K01P87,Bandhan Government Securities Constant Maturity Quarterly IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Gilt Fund with 10 year constant duration,10.08,0.251,2.2,2.74,2.68,5.86,Low
BandhanGovernmentSecuritiesConstantMaturityGrowthDirectPlan_INF194K01P38.xlsx,INF194K01P38,Bandhan Government Securities Constant Maturity Growth Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Gilt Fund with 10 year constant duration,11.96,4.5366,15.03,9.2,9.76,3.34,Low
BandhanDynamicBondHalfYearlyIDCWPayoutDirectPlan_INF194K011P8.xlsx,INF194K011P8,Bandhan Dynamic Bond Half Yearly IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Dynamic Bond,11.56,0.2845,2.66,1.75,0.91,6.99,Low
BandhanCorporateBondMonthlyIDCWPayoutDirectPlan_INF194KA1S43.xlsx,INF194KA1S43,Bandhan Corporate Bond Monthly IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Corporate Bond Fund,8.59,0.0403,0.39,0.38,0.05,3.01,Low
BandhanIncomePlusArbitrageFoFQuarterlyIDCWPayoutDirectPlan_INF194K01V30.xlsx,INF194K01V30,Bandhan Income Plus Arbitrage FoF Quarterly IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Fund of Funds,10.85,0.1284,1.02,1.58,1.95,4.28,Low
BandhanEquitySavingMonthlyIDCWPayoutDirectPlan_INF194K01Z10.xlsx,INF194K01Z10,Bandhan Equity Saving Monthly IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Equity,Equity Savings,11.18,0.7974,5.9,-7.64,-14.96,10.4,Low
BandhanEquitySavingAnnualIDCWPayoutDirectPlan_INF194KA1YA8.xlsx,INF194KA1YA8,Bandhan Equity Saving Annual IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Equity,Equity Savings,9.1,0.8264,6.72,3.31,1.89,6.9,Low
BandhanBankingPSUDebtQuarterlyIDCWPayoutDirectPlan_INF194K018M0.xlsx,INF194K018M0,Bandhan Banking & PSU Debt Quarterly IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,10.66,0.0952,0.89,1.63,2.17,4.27,Low
BandhanCorporateBondIDCWPayoutDirectPlan_INF194KA1M31.xlsx,INF194KA1M31,Bandhan Corporate Bond IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Corporate Bond Fund,8.93,0.3782,3.32,7.77,8.43,8.56,Low
BandhanInfrastructureGrowthDirectPlan_INF194K01X46.xlsx,INF194K01X46,Bandhan Infrastructure Growth Direct Plan,BANDHANMUTUALFUND_MF,Equity,Sectoral/Thematic,11.98,5.1551,22.97,36.87,30.4,19.42,Medium
BandhanBondMediumTermQuarterlyIDCWPayoutDirectPlan_INF194K01S92.xlsx,INF194K01S92,Bandhan Bond Medium Term Quarterly IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Medium Duration Fund,11.95,0.2053,1.87,2.2,2.3,4.32,Low
BandhanArbitrageGrowthDirectPlan_INF194K01Y60.xlsx,INF194K01Y60,Bandhan Arbitrage Growth Direct Plan,BANDHANMUTUALFUND_MF,Equity,Arbitrage Fund,11.94,1.4801,6.02,7.59,7.87,0.98,Low
BandhanGovernmentSecuritiesInvestmentIDCWPayoutDirectPlan_INF194K01R36.xlsx,INF194K01R36,Bandhan Government Securities Investment IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Gilt Fund,11.96,0.5254,4.31,8.22,8.16,10.55,Low
BandhanArbitrageMonthlyIDCWPayoutDirectPlan_INF194K01Y78.xlsx,INF194K01Y78,Bandhan Arbitrage Monthly IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Equity,Arbitrage Fund,11.95,0.3407,2.58,-9.13,-15.72,9.05,Low
BandhanBankingPSUDebtMonthlyIDCWReinvestDirectPlan_INF194K011N3.xlsx,INF194K011N3,Bandhan Banking & PSU Debt Monthly IDCW Reinvest Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,11.68,0.1256,1.22,0.09,0.07,2.86,Low
BandhanLargeMidCapIDCWPayoutDirectPlan_INF194K01V97.xlsx,INF194K01V97,Bandhan Large & Mid Cap IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Equity,Large & Mid Cap fund,11.98,3.8191,18.71,19.91,15.97,17.26,Medium
BandhanIncomePlusArbitrageFoFAnnualIDCWPayoutDirectPlan_INF194K01U98.xlsx,INF194K01U98,Bandhan Income Plus Arbitrage FoF Annual IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Fund of Funds,5.57,0.2293,1.58,1.29,0.26,4.85,Low
BandhanBondMediumTermDailyIDCWReinvestDirectPlan_INF194K01S68.xlsx,INF194K01S68,Bandhan Bond Medium Term Daily IDCW Reinvest Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Medium Duration Fund,11.6,0.0133,0.13,0.62,-0.01,1.82,Low
BandhanBankingPSUDebtAnnualIDCWPayoutDirectPlan_INF194K019M8.xlsx,INF194K019M8,Bandhan Banking & PSU Debt Annual IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,4.72,0.1032,0.85,1.3,0.41,5.47,Low
BandhanBankingPSUDebtIDCWPayoutDirectPlan_INF194K016G6.xlsx,INF194K016G6,Bandhan Banking & PSU Debt IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,11.77,0.3913,3.53,7.58,8.15,7.8,Low
BandhanBondLongTermAnnualIDCWPayoutDirectPlan_INF194K01R77.xlsx,INF194K01R77,Bandhan Bond Long Term Annual IDCW Payout Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Medium to Long Duration Fund,11.71,0.3564,2.23,1.67,0.06,7.94,Low
BandhanFloatingRateGrowthDirectPlan_INF194KB1BA5.xlsx,INF194KB1BA5,Bandhan Floating Rate Growth Direct Plan,BANDHANMUTUALFUND_MF,Debt - Bonds,Floater Fund,3.81,0.1463,1.28,7.98,8.67,0.73,Low
AxisValueGrowthDirectPlan_INF846K010C0.xlsx,INF846K010C0,Axis Value Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Value Fund,3.24,1.4709,10.35,29.2,25.36,14.24,Low
